Link,Address,Suburb,Beds,Baths,Carpark,Type,Sale Type,Price
https://www.ratemyagent.com.au/real-estate-agency/de-brennan-property/property-listings/2-38a-awaba-st-mosman-afs9rr,2/38A Awaba St,Mosman NSW 2088,2,1,1,Apartment,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/raine-horne-maroubra/property-listings/31-75-broome-street-maroubra-aft1dw,31/75 Broome Street,Maroubra NSW 2035,1,1,1,Apartment,Sold by Private Sale  on 03 Dec 2021,"$736,000"
https://www.ratemyagent.com.au/real-estate-agency/lj-hooker-real-estate-services-nsw-pty-ltd/property-listings/509a-6-devlin-street-ryde-afrzyd,509A/6 Devlin Street,Ryde NSW 2112,2,2,1,Apartment,Sold by Private Sale  on 03 Dec 2021,"$790,000"
https://www.ratemyagent.com.au/real-estate-agency/mcgrath-double-bay/property-listings/4-7-addison-street-kensington-afuzo4,4/7 Addison Street,Kensington NSW 2033,2,1,,,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/n-g-farah/property-listings/26-1-gloucester-place-kensington-aftcnh,26/1 Gloucester Place,Kensington NSW 2033,1,1,1,Apartment,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/raine-horne-newtown/property-listings/630-221-sydney-park-rd-erskineville-afsopm,630/221 Sydney Park Rd,Erskineville NSW 2043,2,2,1,Apartment,Sold by Auction  on 03 Dec 2021,"$1,080,000"
https://www.ratemyagent.com.au/real-estate-agency/ht-wills-real-estate-st-george/property-listings/kyle-st-arncliffe-ae46l2,Kyle St,Arncliffe NSW 2205,2,2,1,Apartment,Sold by Private Sale  on 03 Dec 2021,"$705,000"
https://www.ratemyagent.com.au/real-estate-agency/upstate/property-listings/532-17-howard-avenue-dee-why-aftcw9,532/17 Howard Avenue,Dee Why NSW 2099,1,1,1,Apartment,Sold by Auction  on 03 Dec 2021,"$960,000"
https://www.ratemyagent.com.au/real-estate-agency/morton-riverwood/property-listings/507-1-vermont-crescent-riverwood-afrplq,507/1 Vermont Crescent,Riverwood NSW 2210,2,2,1,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/morton-sydney/property-listings/381-298-sussex-st-sydney-afkoua,381/298 Sussex St,Sydney NSW 2000,3,2,2,Apartment,Sold by Private Sale  on 03 Dec 2021,"$2,575,000"
https://www.ratemyagent.com.au/real-estate-agency/laing-simmons-dee-why/property-listings/505-23-pacific-parade-dee-why-afnxiy,505/23 Pacific Parade,Dee Why NSW 2099,2,2,1,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/mcgrath-maroubra/property-listings/109c-797-botany-road-rosebery-aftkyn,109C/797 Botany Road,Rosebery NSW 2018,2,2,1,Apartment,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/belle-property-bondi-junction/property-listings/12a-98-wallis-street-woollahra-afrchb,12A/98 Wallis Street,Woollahra NSW 2025,2,2,,,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/belle-property-randwick/property-listings/4-174-176-coogee-bay-road-coogee-afu2po,4/174-176 Coogee Bay Road,Coogee NSW 2034,2,1,,,Sold by Auction  on 03 Dec 2021,"$1,030,000"
https://www.ratemyagent.com.au/real-estate-agency/raine-horne-lower-north-shore/property-listings/112-1-sergeants-ln-st-leonards-afsrvw,112/1 Sergeants Ln,St Leonards NSW 2065,2,2,1,Apartment,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/cronulla-real-estate/property-listings/2-44-seaview-street-cronulla-aftlkz,2/44 Seaview Street,Cronulla NSW 2230,2,1,1,Apartment,Sold by Private Sale  on 03 Dec 2021,"$821,000"
https://www.ratemyagent.com.au/real-estate-agency/morton-pyrmont/property-listings/e802-24-point-street-pyrmont-afjgzm,E802/24 Point Street,Pyrmont NSW 2009,2,2,2,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/ray-white-upper-north-shore-hornsby/property-listings/611-3-orara-st-waitara-afu91o,611/3 Orara St,Waitara NSW 2077,1,1,1,Apartment,Sold by Private Sale  on 03 Dec 2021,"$540,000"
https://www.ratemyagent.com.au/real-estate-agency/strathfield-partners/property-listings/7-548-liverpool-rd-strathfield-south-ac1i7a,7/548 Liverpool Rd,Strathfield South NSW 2136,2,2,1,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/raine-horne-lower-north-shore/property-listings/12-300a-burns-bay-road-lane-cove-afsthz,12/300A Burns Bay Road,Lane Cove NSW 2066,2,1,1,Apartment,Sold by Auction  on 03 Dec 2021,"$845,005"
https://www.ratemyagent.com.au/real-estate-agency/the-agency-lower-north-shore/property-listings/13-52-christie-street-st-leonards-afst6z,13/52 Christie Street,St Leonards NSW 2065,2,2,2,Apartment,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/n-g-farah-coogee/property-listings/1703-39-rhodes-street-hillsdale-afs8ka,1703/39 Rhodes Street,Hillsdale NSW 2036,2,2,2,Apartment,Sold by Private Sale  on 03 Dec 2021,"$915,000"
https://www.ratemyagent.com.au/real-estate-agency/ray-white-fairweather-group/property-listings/2-42-cook-street-forestville-afshtm,2/42 Cook Street,Forestville NSW 2087,3,2,2,Apartment,Sold by Private Sale  on 03 Dec 2021,"$2,120,000"
https://www.ratemyagent.com.au/real-estate-agency/starr-partners-auburn/property-listings/2-6-8-hargrave-road-auburn-afs31s,2/6-8 Hargrave Road,Auburn NSW 2144,2,2,1,Apartment,Sold by Private Sale  on 03 Dec 2021,"$442,000"
https://www.ratemyagent.com.au/real-estate-agency/morton-pyrmont/property-listings/4-43-81-point-street-pyrmont-afsei2,4/43-81 Point Street,Pyrmont NSW 2009,2,1,1,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/atlas-by-lj-hooker-lower-north-shore/property-listings/9-17-wyagdon-street-neutral-bay-afnver,9/17 Wyagdon Street,Neutral Bay NSW 2089,3,2,2,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/ppd-real-estate/property-listings/3-30-judge-street-randwick-afs3mq,3/30 Judge Street,Randwick NSW 2031,2,1,,,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/strathfield-partners/property-listings/16-77-fifth-ave-campsie-afbo3j,16/77 Fifth Ave,Campsie NSW 2194,2,2,1,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/mcgrath-ryde/property-listings/11-4-union-st-west-ryde-afrrom,11/4 Union St,West Ryde NSW 2114,2,1,1,Apartment,Sold by Auction  on 03 Dec 2021,"$665,000"
https://www.ratemyagent.com.au/real-estate-agency/pulse-property-agents/property-listings/103-507-president-ave-sutherland-afmqwj,103/507 President Ave,Sutherland NSW 2232,2,2,1,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/belle-property-neutral-bay/property-listings/9-25-milson-rd-cremorne-point-afssfw,9/25 Milson Rd,Cremorne Point NSW 2090,4,2,2,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/stone-real-estate-mona-vale/property-listings/371-79-macpherson-street-warriewood-afu2wl,371/79 Macpherson Street,Warriewood NSW 2102,2,2,2,Apartment,Sold by Private Sale  on 03 Dec 2021,"$1,600,000"
https://www.ratemyagent.com.au/real-estate-agency/marshall-chan-yahl/property-listings/10-35-lorne-ave-killara-aftjbn,10/35 Lorne Ave,Killara NSW 2071,2,1,1,Apartment,Sold by Auction  on 03 Dec 2021,"$855,000"
https://www.ratemyagent.com.au/real-estate-agency/belle-property-lane-cove/property-listings/4-111-burns-bay-rd-lane-cove-afpt1y,4/111 Burns Bay Rd,Lane Cove NSW 2066,2,1,1,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/strathfield-partners/property-listings/1704-1-17-elsie-street-burwood-afe2qw,1704/1-17 Elsie Street,Burwood NSW 2134,3,2,2,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/belle-property-surry-hills/property-listings/3-124-redfern-street-redfern-afsxnm,3/124 Redfern Street,Redfern NSW 2016,1,1,,,Sold by Auction  on 03 Dec 2021,"$703,000"
https://www.ratemyagent.com.au/real-estate-agency/the-property-co-group/property-listings/11-76-auburn-st-sutherland-afs6td,11/76 Auburn St,Sutherland NSW 2232,2,1,2,Apartment,Sold by Private Sale  on 03 Dec 2021,"$685,000"
https://www.ratemyagent.com.au/real-estate-agency/belle-property-concord/property-listings/608-16-meredith-street-bankstown-afpg60,608/16 Meredith Street,Bankstown NSW 2200,2,2,2,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/wiesner-property/property-listings/6-55-gould-street-bondi-beach-aft7mi,6/55 Gould Street,Bondi Beach NSW 2026,3,4,3,Apartment,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/laing-simmons-cabramatta/property-listings/hume-highway-warwick-farm-af2lx7,Hume Highway,Warwick Farm NSW 2170,4,3,2,Apartment,Sold by Private Sale  on 03 Dec 2021,"$599,000"
https://www.ratemyagent.com.au/real-estate-agency/hill-viteri-property/property-listings/13-10-18-robertson-street-sutherland-aftewf,13/10-18 Robertson Street,Sutherland NSW 2232,3,2,2,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/murdoch-lee-estate-agents-castle-hill/property-listings/2-75a-crane-road-castle-hill-afe743,2/75A Crane Road,Castle Hill NSW 2154,2,1,2,Apartment,Sold by Private Sale  on 03 Dec 2021,"$820,000"
https://www.ratemyagent.com.au/real-estate-agency/ray-white-touma-group/property-listings/3-51a-forsyth-street-kingsford-afnzm8,3/51a Forsyth Street,Kingsford NSW 2032,2,1,,,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/haus-properties-group-quakers-hill/property-listings/5-38-lane-street-wentworthville-afrvkv,5/38 Lane Street,Wentworthville NSW 2145,2,1,1,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/ray-white-lower-north-shore-group-mossman/property-listings/20-18-carr-st-waverton-aftbgs,20/18 Carr St,Waverton NSW 2060,1,1,1,Apartment,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/strathfield-partners/property-listings/30-548-liverpool-road-strathfield-south-aebhv8,30/548 Liverpool Road,Strathfield South NSW 2136,1,1,1,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/ray-white-residential-sydney-cbd/property-listings/31-25-market-st-sydney-afksc5,31/25 Market St,Sydney NSW 2000,2,2,1,Apartment,Sold by Private Sale  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/mcgrath-lindfield/property-listings/7-77-helen-street-lane-cove-north-afsydp,7/77 Helen Street,Lane Cove North NSW 2066,2,1,1,Apartment,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/first-national-hunters-hill-gladesville-ryde/property-listings/1-4-6-harvard-street-gladesville-afr9yh,1/4-6 Harvard Street,Gladesville NSW 2111,2,1,1,Apartment,Sold by Private Sale  on 03 Dec 2021,"$760,000"
https://www.ratemyagent.com.au/real-estate-agency/aq-properties/property-listings/702-53-stanley-street-bankstown-afuyyz,702/53 Stanley Street,Bankstown NSW 2200,1,1,1,Apartment,Sold by Private Sale  on 03 Dec 2021,"$465,000"
https://www.ratemyagent.com.au/real-estate-agency/manor-real-estate/property-listings/29-40-applegum-cres-kellyville-afqj6f,29/40 Applegum Cres,Kellyville NSW 2155,2,2,2,Apartment,Sold by Private Sale  on 03 Dec 2021,"$725,000"
https://www.ratemyagent.com.au/real-estate-agency/ray-white-sutherland-shire/property-listings/5-10-toms-lane-engadine-afsy9r,5/10 Toms Lane,Engadine NSW 2233,2,1,1,Apartment,Sold by Private Sale  on 03 Dec 2021,"$676,000"
https://www.ratemyagent.com.au/real-estate-agency/mosman-first-national/property-listings/26-560-military-road-mosman-afs53p,26/560 Military Road,Mosman NSW 2088,1,1,1,Apartment,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/mcgrath-crows-nest/property-listings/104-300-pacific-highway-crows-nest-aftn0e,104/300 Pacific Highway,Crows Nest NSW 2065,1,1,,,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/ray-white-sutherland-shire/property-listings/g9-6-schofield-pl-menai-afu0x0,G9/6 Schofield Pl,Menai NSW 2234,2,1,1,Apartment,Sold by Private Sale  on 03 Dec 2021,"$710,000"
https://www.ratemyagent.com.au/real-estate-agency/ray-white-rockdale/property-listings/206-11c-mashman-ave-kingsgrove-afsvbj,206/11C Mashman Ave,Kingsgrove NSW 2208,2,2,1,Apartment,Sold by Auction  on 03 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/ray-white-gladesville/property-listings/c1507-41-belmore-street-ryde-afrstm,C1507/41 Belmore Street,Ryde NSW 2112,2,2,1,Apartment,Sold by Private Sale  on 03 Dec 2021,"$935,000"
