Link,Address,Suburb,Beds,Baths,Carpark,Type,Sale Type,Price
https://www.ratemyagent.com.au/real-estate-agency/alive-realty/property-listings/65-obrien-parade-liverpool-afs8br,65 O'Brien Parade,Liverpool NSW 2170,3,1,1,House,Sold by Auction  on 04 Dec 2021,"$884,000"
https://www.ratemyagent.com.au/real-estate-agency/stone-north-ryde/property-listings/37-beswick-avenue-north-ryde-afrz6q,37 Beswick Avenue,North Ryde NSW 2113,5,3,4,House,Sold by Auction  on 04 Dec 2021,"$3,175,000"
https://www.ratemyagent.com.au/real-estate-agency/alive-realty/property-listings/184-bransgrove-road-panania-afubh8,184 Bransgrove Road,Panania NSW 2213,3,1,1,House,Sold by Auction  on 04 Dec 2021,"$1,300,000"
https://www.ratemyagent.com.au/real-estate-agency/the-agency-hunters-hill/property-listings/71-huntleys-point-road-huntleys-point-afs0nm,71 Huntleys Point Road,Huntleys Point NSW 2111,5,6,4,House,Sold by Auction  on 04 Dec 2021,"$9,800,000"
https://www.ratemyagent.com.au/real-estate-agency/clarke-national-realty/property-listings/10-glenview-avenue-revesby-aft4tl,10 Glenview Avenue,Revesby NSW 2212,2,1,,House,Sold by Auction  on 04 Dec 2021,"$1,350,000"
https://www.ratemyagent.com.au/real-estate-agency/blueprint-property/property-listings/1-camellia-street-greystanes-afro24,1 Camellia Street,Greystanes NSW 2145,3,1,4,House,Sold by Auction  on 04 Dec 2021,"$1,198,000"
https://www.ratemyagent.com.au/real-estate-agency/belle-property-ryde/property-listings/25-greene-avenue-ryde-aftc42,25 Greene Avenue,Ryde NSW 2112,4,2,3,House,Sold by Auction  on 04 Dec 2021,"$2,925,000"
https://www.ratemyagent.com.au/real-estate-agency/mcgrath-cronulla/property-listings/29-laguna-street-caringbah-south-afsz3b,29 Laguna Street,Caringbah South NSW 2229,5,2,3,House,Sold by Auction  on 04 Dec 2021,"$2,025,000"
https://www.ratemyagent.com.au/real-estate-agency/mcgrath-sylvania/property-listings/20-blackwood-street-miranda-afsl5j,20 Blackwood Street,Miranda NSW 2228,3,2,1,House,Sold by Auction  on 04 Dec 2021,"$1,730,000"
https://www.ratemyagent.com.au/real-estate-agency/the-agency-eastern-suburbs/property-listings/215-victoria-street-beaconsfield-afsk1l,215 Victoria Street,Beaconsfield NSW 2015,2,1,1,House,Sold by Auction  on 04 Dec 2021,"$1,400,000"
https://www.ratemyagent.com.au/real-estate-agency/camden-property-agents/property-listings/12-alt-street-smithfield-afsel9,12 Alt Street,Smithfield NSW 2164,3,1,1,House,Sold by Private Sale  on 04 Dec 2021,"$907,000"
https://www.ratemyagent.com.au/real-estate-agency/starr-partners-merrylands/property-listings/65-henry-street-old-guildford-afsgp4,65 Henry Street,Old Guildford NSW 2161,5,3,1,House,Sold by Auction  on 04 Dec 2021,"$1,760,000"
https://www.ratemyagent.com.au/real-estate-agency/robert-r-andrew-campsie/property-listings/21-bellombi-street-campsie-afsaai,21 Bellombi Street,Campsie NSW 2194,4,2,1,House,Sold by Auction  on 04 Dec 2021,"$1,475,000"
https://www.ratemyagent.com.au/real-estate-agency/ray-white-narraweena-narrabeen/property-listings/8-orara-road-allambie-heights-aftkb0,8 Orara Road,Allambie Heights NSW 2100,4,2,2,House,Sold by Private Sale  on 04 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/pace-property-agents/property-listings/42-woodbine-st-yagoona-afsijd,42 Woodbine St,Yagoona NSW 2199,3,1,3,House,Sold by Auction  on 04 Dec 2021,"$960,000"
https://www.ratemyagent.com.au/real-estate-agent/shafeel-haq-ge998/sales/overview,1B Bridport Close,West Hoxton NSW 2171,4,2,2,House,Sold by Private Sale  on 04 Dec 2021,"$936,000"
https://www.ratemyagent.com.au/real-estate-agency/cunninghams-balgowlah/property-listings/12-nabilla-road-palm-beach-afsx3k,12 Nabilla Road,Palm Beach NSW 2108,4,3,2,House,Sold by Auction  on 04 Dec 2021,Price unavailable
https://www.ratemyagent.com.au/real-estate-agency/mcgrath-wahroonga/property-listings/5-hillcrest-dr-st-ives-afsyfh,5 Hillcrest Dr,St Ives NSW 2075,3,2,2,House,Sold by Auction  on 04 Dec 2021,"$2,340,000"
https://www.ratemyagent.com.au/real-estate-agency/liberty-property-services/property-listings/40-first-avenue-katoomba-afsvns,40 First Avenue,Katoomba NSW 2780,4,2,1,House,Sold by Auction  on 04 Dec 2021,"$1,051,000"
https://www.ratemyagent.com.au/real-estate-agency/lj-hooker-cabramatta/property-listings/9-woods-avenue-cabramatta-afs31y,9 Woods Avenue,Cabramatta NSW 2166,4,1,1,House,Sold by Private Sale  on 04 Dec 2021,"$800,000"
